userID,user_serendipity_x,user_serendipity_y,comparison
1,0.708426967,0.5878183406807764,0
2,0.766704089,0.8305350140900998,1
3,0.758026269,0.7590163866939309,1
4,0.747074122,0.7240005871423303,0
5,0.72508216,0.6721974097255239,0
6,0.700388908,0.5271173535420778,0
7,0.732678088,0.4878224551850283,0
8,0.699914676,0.7763798541187412,1
9,0.721919138,0.829351303194016,1
10,0.661586799,0.4737127625501514,0
11,0.723598914,0.5895824408204693,0
12,0.573120508,0.7227799606290534,1
13,0.833912616,0.6268522276446213,0
14,0.675251196,0.7633594604838886,1
15,0.73407487,0.8719717452309833,1
16,0.604304128,0.5417902676529598,0
17,0.634863094,0.7040016378819043,1
18,0.66788688,0.5829594963709461,0
19,0.705610498,0.7790639734471949,1
20,0.593628376,0.7331037751397997,1
21,0.835838895,0.8690526565813365,1
22,0.669840796,0.8297916606038767,1
23,0.616510597,0.5187699175675977,0
24,0.59307089,0.7454115496023734,1
25,0.60995266,0.6630159164174521,1
26,0.699695896,0.7817857227623104,1
27,0.668082532,0.7163348897987847,1
28,0.64085466,0.7693666458289181,1
29,0.716221231,0.7594667305766994,1
30,0.733893284,0.8011552198867424,1
31,0.77673841,0.8523778591035841,1
32,0.633168637,0.7652938654976443,1
33,0.700721022,0.7230162574716213,1
34,0.748675084,0.7842791557544689,1
35,0.740798976,0.8036670128717397,1
36,0.777335101,0.7981793251645634,1
37,0.601004742,0.7395880896253619,1
38,0.766873517,0.8791884457507356,1
39,0.702233722,0.7023492292102473,1
40,0.695428389,0.683663970358938,0
41,0.540390312,0.6060729572868074,1
42,0.631862942,0.5912507402920868,0
43,0.681310537,0.5769839861831134,0
44,0.594926134,0.5281589655373271,0
45,0.638313576,0.7220342336901308,1
46,0.689961749,0.7412883811129902,1
47,0.706480836,0.6879868152736132,0
48,0.673417708,0.804226378119643,1
49,0.739392229,0.7736490381038912,1
50,0.736558537,0.755798089547862,1
51,0.536187719,0.6542369301457431,1
52,0.672491799,0.8230967931952119,1
53,0.569891389,0.705371888892358,1
54,0.677397375,0.733961161073098,1
55,0.575154729,0.6756079486514386,1
56,0.622458051,0.8594444065687787,1
57,0.69303401,0.7877070675403669,1
58,0.731599194,0.8179782110678362,1
59,0.693068713,0.5393422877560328,0
60,0.671248096,0.4959456478059517,0
61,0.689237628,0.7902471180218378,1
62,0.672086109,0.5822380870396539,0
63,0.715853559,0.7815417779377343,1
64,0.644491904,0.7704776826634907,1
65,0.613383661,0.6988642645567394,1
66,0.616881563,0.6851939626581912,1
67,0.650115058,0.7119374986614733,1
68,0.618141363,0.6664841557053622,1
69,0.686020884,0.7171844241605757,1
70,0.624805979,0.6707866355294282,1
71,0.649329463,0.7358235419528963,1
72,0.627723809,0.8493895231329134,1
73,0.639291308,0.7804613981760584,1
74,0.701193219,0.7146514464721168,1
75,0.672066271,0.7497901887918286,1
76,0.738772348,0.8520016326097404,1
77,0.561180479,0.7088688502461675,1
78,0.714655694,0.814937594332446,1
79,0.756022272,0.8163650471969847,1
80,0.655546491,0.756421459804224,1
81,0.651749536,0.7285746046510451,1
82,0.666476805,0.590332248266742,0
83,0.71592892,0.634444682292233,0
84,0.635032194,0.7459292467286096,1
85,0.690329969,0.546832762146963,0
86,0.714860234,0.7407807936086197,1
87,0.691201247,0.6941851622397767,1
88,0.766351253,0.7695800587121895,1
89,0.736420129,0.8051934713732655,1
90,0.761545209,0.6373402155948171,0
91,0.705401004,0.7880906299522246,1
92,0.698162874,0.5364073310938708,0
93,0.629661718,0.8003677972845573,1
94,0.683337669,0.5115888421176543,0
95,0.657591305,0.6369305832039033,0
96,0.578931699,0.6900493671654024,1
97,0.576006865,0.7206428826282285,1
98,0.660831067,0.7299039426070062,1
99,0.696764872,0.6739592054458937,0
100,0.773339923,0.7779193595621074,1
101,0.677800298,0.7590998659940061,1
102,0.669707569,0.6605590083133205,0
103,0.602413918,0.695930474518005,1
104,0.739399361,0.8153202727618837,1
105,0.66996488,0.8003725359341608,1
106,0.634697932,0.7834646145716959,1
107,0.69866528,0.6690906496408319,0
108,0.632622734,0.6935031859529805,1
109,0.67192536,0.6062916769094636,0
110,0.742606413,0.6802312181806165,0
111,0.704720581,0.8718951568114027,1
112,0.726658264,0.7106067586023717,0
113,0.745362569,0.8127816413589827,1
114,0.614190498,0.6719114271449971,1
115,0.667071234,0.739500614504214,1
116,0.817931484,0.7644915889006507,0
117,0.678088843,0.7739177027726397,1
118,0.65773035,0.7759820281997971,1
119,0.724263035,0.7511143935222474,1
120,0.584875706,0.7453887181503722,1
121,0.688854307,0.8378259635014684,1
122,0.675955599,0.7905680163756956,1
123,0.664091055,0.7311120682799706,1
124,0.510253828,0.6804752010303032,1
125,0.701431732,0.6289858658906111,0
126,0.735802046,0.795666667229322,1
127,0.72155973,0.7596842321181247,1
128,0.674966806,0.5528507198230891,0
129,0.73638476,0.7639374628417814,1
130,0.759083128,0.5392650853322658,0
131,0.724223139,0.7624627155735446,1
132,0.688386941,0.7854312635523358,1
133,0.697017968,0.8399165768112391,1
134,0.678651277,0.7443338735284379,1
135,0.682462714,0.8061007759791371,1
136,0.666603411,0.75775721856759,1
137,0.666410242,0.7825093473835502,1
138,0.632133161,0.774681919911101,1
139,0.740258272,0.7579381085934689,1
140,0.693836505,0.735056420599235,1
141,0.72079084,0.8506853651974907,1
142,0.732930342,0.8003852892738689,1
143,0.658977123,0.6533792857171641,0
144,0.69721256,0.65318894498199,0
145,0.779718023,0.7274039631794724,0
146,0.716591702,0.6945674224030305,0
147,0.706887289,0.747990563696221,1
148,0.600555965,0.630533375578058,1
149,0.723200853,0.7582239643867312,1
150,0.647081231,0.723686500914437,1
151,0.699504967,0.6025661693284343,0
152,0.70962578,0.7174483952181396,1
153,0.587736065,0.7256134268286564,1
154,0.649550361,0.7976868933925265,1
155,0.701648438,0.7396556537037848,1
156,0.632668822,0.7166759010306325,1
157,0.669241728,0.6753506349293056,1
158,0.677918938,0.800118411920929,1
159,0.739007569,0.7082272863436441,0
160,0.690093944,0.8024004139492614,1
161,0.631734799,0.759807028286231,1
162,0.62263898,0.7171881953957233,1
163,0.61761743,0.76642108921213,1
164,0.677919685,0.6441304740519742,0
165,0.656371997,0.7956218395996385,1
166,0.699458998,0.7460097927718811,1
167,0.743506388,0.9004298764998859,1
168,0.645965291,0.7245345427780203,1
169,0.662774813,0.7923429149304531,1
170,0.711478066,0.769324879815518,1
171,0.700055633,0.7958768945933019,1
172,0.699226933,0.8162005723733736,1
173,0.741635954,0.7332677152648621,0
174,0.760027443,0.8730735366217276,1
175,0.567641576,0.6970707184200287,1
176,0.749034449,0.7683080062947956,1
177,0.704341392,0.8038329126629614,1
178,0.690375788,0.6584536178902483,0
179,0.786299051,0.782154412956552,0
180,0.642852501,0.7428488422068183,1
181,0.908204468,0.8277143284483094,0
182,0.615506057,0.7144692608063166,1
183,0.597495085,0.7803766467134217,1
184,0.70943189,0.5378224611042157,0
185,0.693800838,0.7664573258058073,1
186,0.745536388,0.8154777168289769,1
187,0.594417114,0.6775694739982029,1
188,0.612693643,0.813296666554556,1
189,0.743661908,0.6626599622439933,0
190,0.699087757,0.7816937335281302,1
191,0.741820234,0.754924320406323,1
192,0.696141587,0.7106261594958084,1
193,0.715494582,0.8455686911645989,1
194,0.661765496,0.6314539512606384,0
195,0.75544641,0.8599701751984223,1
196,0.733183426,0.8775070416955597,1
197,0.756988732,0.6509824194656741,0
198,0.626953661,0.6936771449366682,1
199,0.729029124,0.7556935265365746,1
200,0.671046936,0.6300918517344736,0
201,0.754183323,0.5204223439579969,0
202,0.56582031,0.741789903349727,1
203,0.666941933,0.7641217311307694,1
204,0.75396023,0.8130160061892768,1
205,0.69258353,0.6886744250498806,0
206,0.834391867,0.8312202300580281,0
207,0.701577643,0.5474679556718616,0
208,0.62830623,0.6829686132941218,1
209,0.752214052,0.8026807932097558,1
210,0.631265189,0.7007593130216103,1
211,0.76741958,0.8296542848733264,1
212,0.645876494,0.7920556849690743,1
213,0.64100513,0.7766227694817093,1
214,0.72753197,0.8000451185585138,1
215,0.571089591,0.7264215398553463,1
216,0.686170933,0.7212913328402925,1
217,0.615391961,0.8678922658095181,1
218,0.631625495,0.7673049515894173,1
219,0.806766801,0.8641132842318549,1
220,0.690116007,0.68483329848897,0
221,0.656337553,0.6138262980820768,0
222,0.697636487,0.5002459036741921,0
223,0.732270902,0.7178964025559138,0
224,0.772311258,0.9124502004173136,1
225,0.636966678,0.7870661067509264,1
226,0.665036463,0.7977836856096832,1
227,0.695291851,0.8332631907980075,1
228,0.706726195,0.8031062736743995,1
229,0.718404257,0.759434150314064,1
230,0.612529013,0.611421719948346,0
231,0.613074165,0.7581032023053912,1
232,0.642891707,0.7792386443477007,1
233,0.619134444,0.70473029450774,1
234,0.7633472,0.5898284965850447,0
235,0.743476606,0.7618922041239852,1
236,0.677422181,0.7797358523841393,1
237,0.612516276,0.7429571787939393,1
238,0.644327176,0.7221467988886563,1
239,0.687953636,0.6677081372131607,0
240,0.699028644,0.7340073403208781,1
241,0.690000137,0.7261075090699116,1
242,0.779608556,0.7901033388051066,1
243,0.73997913,0.8099954262984056,1
244,0.700862441,0.6857459438529545,0
245,0.679165774,0.7106997905708041,1
246,0.667721607,0.6534006735034827,0
247,0.685296757,0.72543663895803,1
248,0.612975623,0.7238896474051796,1
249,0.657266628,0.6336100115283665,0
250,0.721173921,0.8027163055519516,1
251,0.658156813,0.7564290758520248,1
252,0.685412529,0.6968437516045892,1
253,0.618722082,0.7553498799035583,1
254,0.703667241,0.8107686959286076,1
255,0.787754789,0.7911389150740765,1
256,0.755758381,0.6590397508450094,0
257,0.785252854,0.9019434242016621,1
258,0.701831057,0.6639918677929117,0
259,0.617817397,0.7326857732623587,1
260,0.738702214,0.7891520908006908,1
261,0.723021531,0.782108373245334,1
262,0.669635499,0.6285609090328528,0
263,0.637398027,0.7752166815033557,1
264,0.723629157,0.8127524082088161,1
265,0.640744413,0.6981738214264541,1
266,0.704553374,0.7036363966149511,0
267,0.624993789,0.716285192125165,1
268,0.706512243,0.6204773370849639,0
269,0.670757093,0.6353256369969305,0
270,0.752128733,0.7097862937551569,0
271,0.68776819,0.5291670497120171,0
272,0.57295904,0.7276400948832552,1
273,0.696055336,0.7570526271056246,1
274,0.675168233,0.8004000725752064,1
275,0.593249857,0.620036850931404,1
276,0.737588277,0.5379552178914422,0
277,0.692299268,0.7763184400733467,1
278,0.725355659,0.7628026904224615,1
279,0.793303106,0.6008076325580095,0
280,0.710592368,0.6428098069535937,0
281,0.730669757,0.7015349895005701,0
282,0.676813603,0.711278622590912,1
283,0.652025822,0.7610813321972227,1
284,0.749325545,0.7305772039885475,0
285,0.612254903,0.6947066268156956,1
286,0.778203653,0.5246233733313348,0
287,0.671514661,0.7367118639869195,1
288,0.647953877,0.7630645497086367,1
289,0.622880263,0.6849550169949291,1
290,0.61959295,0.6618186733306377,1
291,0.728050287,0.5002407581990281,0
292,0.663720161,0.7773279497095977,1
293,0.680493346,0.4528883502622021,0
294,0.747113034,0.7501904228665361,1
295,0.645584631,0.8093967997818361,1
296,0.726792492,0.8755784640299057,1
297,0.662524132,0.810472045677885,1
298,0.644309419,0.7660519650746563,1
299,0.769950876,0.6410389397751886,0
300,0.763241042,0.8299525939803848,1
301,0.633567091,0.4374525887381626,0
302,0.718536585,0.7146221615514406,0
303,0.733874929,0.5380371925771188,0
304,0.711403923,0.7013723220722652,0
305,0.712904466,0.673129433973252,0
306,0.74437551,0.798346293406011,1
307,0.661343337,0.8181327248760247,1
308,0.689014085,0.464678985789869,0
309,0.72612519,0.7019904153841919,0
310,0.76661872,0.7755214614296473,1
311,0.652138598,0.5380156982062034,0
312,0.69158064,0.7015929821672575,1
313,0.681316546,0.5298492077082861,0
314,0.769695312,0.7046000194004813,0
315,0.632376979,0.7599224717836581,1
316,0.678754323,0.7787455054812042,1
317,0.695660118,0.743951380879164,1
318,0.681141463,0.5362344901869889,0
319,0.714339157,0.7670640232013752,1
320,0.669255841,0.6143746183655716,0
321,0.685379887,0.8166882148984529,1
322,0.631854547,0.7693150914563472,1
323,0.702752941,0.7915960628192102,1
324,0.737589002,0.8098794609483495,1
325,0.668589483,0.6230411628922765,0
326,0.630967689,0.585106997578042,0
327,0.68433079,0.5357095030345198,0
328,0.695728409,0.7118639012468668,1
329,0.684542806,0.7839170378921174,1
330,0.642210897,0.7318631885096322,1
331,0.698708039,0.8429636878119687,1
332,0.708872812,0.6269382365425555,0
333,0.67551965,0.7999197057360632,1
334,0.753227982,0.6126548356654617,0
335,0.686299039,0.6613861090398732,0
336,0.741029135,0.8546711081264281,1
337,0.615639139,0.7410874640925338,1
338,0.65009942,0.7158496030845908,1
339,0.632858225,0.5044000589320479,0
340,0.570078452,0.6231522078014573,1
341,0.781320625,0.7821425820369396,1
342,0.731353634,0.6292147828731813,0
343,0.656782162,0.4835775961959253,0
344,0.707800123,0.5783379351145342,0
345,0.757421729,0.6124803570833264,0
346,0.64144109,0.6150360216402131,0
347,0.661756112,0.6430757824210994,0
348,0.675257163,0.7754987523325559,1
349,0.686944224,0.8402019165218242,1
350,0.579189822,0.7248125936031904,1
351,0.752383148,0.7811054859564199,1
352,0.532341773,0.6818029297590211,1
353,0.670921429,0.6593802769451825,0
354,0.727668321,0.6307475068747552,0
355,0.806066957,0.769474031352462,0
356,0.693737215,0.714844613634014,1
357,0.682712644,0.7638867314046107,1
358,0.774189351,0.8344539071772704,1
359,0.639428129,0.6906197813824211,1
360,0.708669117,0.6271273267803328,0
361,0.689272485,0.7591305332534473,1
362,0.690898764,0.7330453528724024,1
363,0.685505141,0.4794831844182143,0
364,0.738499135,0.795351206727384,1
365,0.733447251,0.7754507354844279,1
