userID,user_serendipity_x,user_serendipity_y,comparison
1,0.708426967,0.5894846015201467,0
2,0.766704089,0.8206694105308842,1
3,0.758026269,0.7567076173018789,0
4,0.747074122,0.7295885845778884,0
5,0.72508216,0.6743744719971594,0
6,0.700388908,0.5359790558199388,0
7,0.732678088,0.48913809323203655,0
8,0.699914676,0.7431486154471842,1
9,0.721919138,0.8142649504505514,1
10,0.661586799,0.4761393675416161,0
11,0.723598914,0.5801844670004558,0
12,0.573120508,0.6993914405288749,1
13,0.833912616,0.623767451123896,0
14,0.675251196,0.763369735745868,1
15,0.73407487,0.8641684963875758,1
16,0.604304128,0.5444314590257786,0
17,0.634863094,0.6985464158236196,1
18,0.66788688,0.5886861220488433,0
19,0.705610498,0.7885970810901611,1
20,0.593628376,0.7331037751397997,1
21,0.835838895,0.8759085695292544,1
22,0.669840796,0.8265401991501291,1
23,0.616510597,0.5222671789898123,0
24,0.59307089,0.7462988097791593,1
25,0.60995266,0.8209711481888142,1
26,0.699695896,0.8263670301710923,1
27,0.668082532,0.7195720979552437,1
28,0.64085466,0.7674760854913983,1
29,0.716221231,0.7592453418861502,1
30,0.733893284,0.8065611342201586,1
31,0.77673841,0.8502535641318408,1
32,0.633168637,0.767271552118874,1
33,0.700721022,0.7230162574716213,1
34,0.748675084,0.7742635377959989,1
35,0.740798976,0.8199413240043703,1
36,0.777335101,0.8013257567648144,1
37,0.601004742,0.7435038964375756,1
38,0.766873517,0.883418687099742,1
39,0.702233722,0.7023492292102473,1
40,0.695428389,0.6872080097703825,0
41,0.540390312,0.7701089200721983,1
42,0.631862942,0.5889656821589055,0
43,0.681310537,0.5720731106458719,0
44,0.594926134,0.5281589655373271,0
45,0.638313576,0.7220033765426932,1
46,0.689961749,0.7456003403648801,1
47,0.706480836,0.6876950172419927,0
48,0.673417708,0.7960158255950223,1
49,0.739392229,0.7372421404605319,0
50,0.736558537,0.7578675930075988,1
51,0.536187719,0.6786537692036092,1
52,0.672491799,0.824063612062403,1
53,0.569891389,0.7011399420892512,1
54,0.677397375,0.7307045329550631,1
55,0.575154729,0.6756079486514386,1
56,0.622458051,0.8417037235702203,1
57,0.69303401,0.7877070675403669,1
58,0.731599194,0.8155101739818583,1
59,0.693068713,0.5347464545725424,0
60,0.671248096,0.4959456478059517,0
61,0.689237628,0.7676498451778022,1
62,0.672086109,0.5787076470245294,0
63,0.715853559,0.7794306450120617,1
64,0.644491904,0.7615277673185725,1
65,0.613383661,0.7056230468648115,1
66,0.616881563,0.6851939626581912,1
67,0.650115058,0.7085753539172603,1
